author,comment,"Labeling (1=Pro 2=Kontra, 3=Netral)",likeCount,replyCount,publishedAt,cleaning
@niruschanel4626,"Mindahin ibukota pada girang... <br>Kalo nemu minyak , nemu tambang emas baru girang...<br>Lu kira bangun ibukota cukup puluhan taon.. <br>Jakarta aja butuh ratusan taon untuk jadi seperti sekarang...",2,0,0,2024-05-12T13:39:26Z,Mindahin ibukota pada girang Kalo nemu minyak  nemu tambang emas baru girang Lu kira bangun ibukota cukup puluhan tahun Jakarta aja butuh ratusan tahun untuk jadi seperti sekarang
@a.s3060,Buat anak abah tolong nih dengerin dahh,3,0,0,2024-05-11T12:05:16Z,Buat anak abah tolong nih dengerin dah
@Batamm1140,Tuk Indonesia biar aman dari tenggelam Krn banjir dan dg adanya perubahan baru 👍👍👍👍🙏,1,0,0,2024-05-10T03:38:47Z,Untuk Indonesia biar aman dari tenggelam Karena banjir dan dengan adanya perubahan baru
@agusmujiono7791,"Kab,cilacap 2jt jiwa,mendukung ikn,sejarah masa depan anak cucu,diakhir nanti,pasti warga cilacap antusias,menyambutnya,cilacap hadir.",1,0,0,2024-05-08T06:03:58Z,Kabupaten cilacap juta jiwa mendukung ikn sejarah masa depan anak cucu di akhir nanti pasti warga cilacap antusias menyambutnya cilacap hadir
@dodysetiono8748,Apakah nanti FPI juga akan tetep demo di ikn..,3,0,0,2024-05-07T07:59:59Z,Apakah nanti FPI juga akan tetap demo di ikn
@Aditiya-t1n,Konsep nya masih sama,3,0,0,2024-05-03T11:53:49Z,Konsep nya masih sama
@EkaRT9,"Makasiii banyak berkat channel ini saya jadi ada mindset baru yg lebih luas leluasa dan legowo ttg pembangunan ikn ini, terimakaih banyak juga untuk data2nya, semangaat mengedukasii teruss channel ngomongin uang❤❤❤",1,0,0,2024-05-02T15:26:47Z,Makasiii banyak berkat channel ini saya jadi ada mindset baru yang lebih luas leluasa dan legowo tentang pembangunan ikn ini terimakaih banyak juga untuk datanya semangat mengedukasi terus channel ngomongin uang
@hermansyahherman2146,Buat yg miskin pemulung tukang ojek becak Orang gila pembuang sampah sembarangan dan lain lain Mohon maaf gk boleh ada di IKN kecuali ingin berkunjung Sebentar lihat lihat di perbolehkan wkwkwk. 😂😂😂,3,2,0,2024-04-30T13:25:45Z,Buat yang miskin pemulung tukang ojek becak Orang gila pembuang sampah sembarangan dan lain lain Mohon maaf gak boleh ada di IKN kecuali ingin berkunjung Sebentar lihat lihat diperbolehkan wkwkwk
@khrismaadhi3654,Seharusnya setiap kota besar di Indonesia dibikin ada ruang hijau seperti central park nya  new york...,3,0,0,2024-04-28T10:45:32Z,Seharusnya setiap kota besar di Indonesia dibikin ada ruang hijau seperti central park nya  new york
@khrismaadhi3654,"Dari dulu cuma wacana, baru sekarang bisa terealisasi, semoga javasentris segera berakhir..uda sumpek, lebih dari 60% penduduk Indonesia ada di jawa. Seolah2 Indonesia tu cuma jawa aja, pulau lain cuma pelengkap.",1,0,0,2024-04-28T10:41:34Z,Dari dulu cuma wacana baru sekarang bisa terealisasi semoga javasentris segera berakhir udah sumpek lebih dari  penduduk Indonesia ada di jawa Seolah Indonesia itu cuma jawa aja pulau lain cuma pelengkap
@adityanugroho9205,271 T itu lebih dari cukup<br><br>22 T udh bisa bikin burj kalifah kaya di Dubai<br>Mungkin kalo di indo bisa lebih bagus lagi 😂😂,1,3,0,2024-04-24T08:10:21Z,T itu lebih dari cukup T udh bisa bikin burj kalifah kaya di Dubai Mungkin kalo di indo bisa lebih bagus lagi
@AlphaOmega-s7o,Pemindahan ibukota apa bener bener ide otentik jokowi atau titipan dari kekuatan politik dibelakang nya ya😂,3,0,0,2024-04-21T04:18:29Z,Pemindahan ibukota apa bener bener ide otentik jokowi atau titipan dari kekuatan politik dibelakang nya ya
@tiosibuea7568,"Apa ia,kalo ada IKN , banjir di Jakarta ato kepadatan Jakarta bisa diatasi",3,0,0,2024-04-18T04:47:34Z,Apa iya kalo ada IKN  banjir di Jakarta atau kepadatan Jakarta bisa diatasi
@cahkiye01,"Pantes banyak yg bilang Indonesia emas 2045,ternyata yang emas negaranya sdmnya bobrok. sampe sekarang aja liat komen selalu hubungan nya ke 01-03 muak gw muakkkk.......",3,0,0,2024-04-17T16:20:09Z,Pantes banyak yang bilang Indonesia emas ternyata yang emas negaranya sdm nya bobrok sampe sekarang aja liat komen selalu hubungan nya ke  muak saya muak
@chimmytata3227,"Ketinggalan jauh banget dengan negara lain, simbol kemajuan negara lain bisa dilihat karya sains dan teknologi di negara itu. Atau bagaimana negaranya mengatasi kemiskinan , banjir tahunan. Misalnya Amerika, Rusia, Jerman, Inggris, Arab saudi, Belanda, Israel, dll. Arab berusaha keras dengan sungguh2 mengatasi kemiskinan, Belanda buat tanggul raksasa penahan air laut masuk dan buat jalan yg bisa menyerap air hujan, Cina bisa menyusul buat Hp dan Mobil lewat BUMN-nya, Amerika dan Rusia dan India sudah buat kapal induk, pesawat tempur buat sendiri, sudah buat kapal laut sendiri, mereka berusaha kuat memanfaatkan pajak rakyat untuk kemakmuran dan kemandirian bangsa. Mereka buat alat perang yang diekspor ke negara2 lain, dan buat produk lain yang mendunia. Pemimpinnya peduli rakyat, visioner, peduli kemandirian bangsa. Kita yang kaya sumber daya alam, seperti hutan, kebun sawit, emas, tembaga, nikel berhutang ke negara kecil seperti Singapura sampai 900 triliun. Negara imut2 yg tidak punya SDA.",2,0,0,2024-04-02T21:55:53Z,Ketinggalan jauh banget dengan negara lain simbol kemajuan negara lain bisa dilihat karya sains dan teknologi di negara itu Atau bagaimana negaranya mengatasi kemiskinan  banjir tahunan Misalnya Amerika Rusia Jerman Inggris Arab saudi Belanda Israel dll Arab berusaha keras dengan sungguh mengatasi kemiskinan Belanda buat tanggul raksasa penahan air laut masuk dan buat jalan yg bisa menyerap air hujan Cina bisa menyusul buat Hp dan Mobil lewat BUMNnya Amerika dan Rusia dan India sudah buat kapal induk pesawat tempur buat sendiri sudah buat kapal laut sendiri mereka berusaha kuat memanfaatkan pajak rakyat untuk kemakmuran dan kemandirian bangsa Mereka buat alat perang yang diekspor ke negara lain dan buat produk lain yang mendunia Pemimpinnya peduli rakyat visioner peduli kemandirian bangsa Kita yang kaya sumber daya alam seperti hutan kebun sawit emas tembaga nikel berhutang ke negara kecil seperti Singapura sampai  triliun Negara imut yang tidak punya SDA
@Skema-h2i,H3rbal.indonesai❤,1,0,0,2024-03-26T11:35:04Z,Herbal indonesia
@SumariyahSorong-gx2dx,Mengantisipasi jkt tenggelam. Spy,1,0,0,2024-03-25T21:16:32Z,Mengantisipasi jakarta tenggelam supaya
@rizalgabriel3801,"Ya elah boro-boro pemerintah nyiapin dana, <br>Dana dapat darimana segede itu, kalo bukan hasil hutang ke China ujung ujungnya pasti China akan ikut campur Nambah jumlah utang aja",2,0,0,2024-03-25T06:57:40Z,Ya elah boro boro pemerintah nyiapin dana Dana dapat darimana segede itu kalo bukan hasil hutang ke China ujung ujungnya pasti China akan ikut campur Nambah jumlah hutang aja
@oemarhusain2262,Utang uda sgunung pkek bangu bangun ibukota pikirin utang tu gk tmbah berkurang mlah menggunung pemerintah apa pemerintah si ini utang gk slesai mlah menggunung,2,0,0,2024-03-18T08:56:48Z,Hutang udah segunung pake bangun bangun ibukota pikirin utang tuh gak tambah berkurang malah menggunung pemerintah apa pemerintah si ini utang gak selesai malah menggunung
@SumBing-dr9bv,GK ada yg menarik di ikn . Mnding  jln2 dibsd,2,0,0,2024-03-17T11:37:29Z,Gak ada yang menarik di ikn  Mending  jalan jalan di bsd
@SamNusantara,Jangan bodoh.rayat masih membutuhkan lapangan kerja bukan istana baru.,2,1,1,2024-03-15T14:07:54Z,Jangan bodoh rakyat masih membutuhkan lapangan kerja bukan istana baru
@Animelopers-up8ce,"Buat Kalian Yang Mau Tau Tentang Provinsi Indonesia, Silahkan Berkunjung Ke chanel &quot; Nekadmedia &quot; Karna Disana Membahas Semua Tentang Provinsi Tersebut",3,0,0,2024-03-12T21:30:33Z,Buat Kalian Yang Mau Tau Tentang Provinsi Indonesia Silahkan Berkunjung Ke channel quot Nekadmedia quot Karna Disana Membahas Semua Tentang Provinsi Tersebut
@PriantoYanto-j8b,Keren penjelasan nya mbak👍,3,0,0,2024-03-12T13:45:55Z,Keren penjelasan nya mbak
@yafirahmad5206,1 doa aja<br>Moga gak dikorupsi dananya,3,4,1,2024-03-11T22:04:09Z,doa aja Moga gak dikorupsi dananya
@RohanaBorhap,Jakarta kan banjir terus dan kalau air laut naik bisa tenggelam semuanya,1,0,0,2024-03-09T08:07:46Z,Jakarta kan banjir terus dan kalau air laut naik bisa tenggelam semuanya
@Capone715,Tantangan baru .......... westeren,3,1,1,2024-03-08T21:47:10Z,Tantangan baru  western
@rosyachan3123,"Paru2 dunia Kalimantan, rasanya sedih melihat penggundulan disana. Semoga masyarakat sadar untuk melakukan reboisasi, cinta alam, dan cinta daerahnya masing2.",3,1,0,2024-03-08T06:29:08Z,Paru paru dunia Kalimantan rasanya sedih melihat penggundulan disana Semoga masyarakat sadar untuk melakukan reboisasi cinta alam dan cinta daerahnya masing
@egataru,Yuks ekspansi bisnisnya ke sana 👌,1,1,0,2024-03-03T11:41:25Z,Yuks ekspansi bisnisnya ke sana
@jamaluddinar9570,"Nanti bisa kita lihat apakah bangsa kita pribumi masih bisa memiliki ibukota baru, sejarah akan menjawab.",3,1,0,2024-03-03T10:47:44Z,Nanti bisa kita lihat apakah bangsa kita pribumi masih bisa memiliki ibukota baru sejarah akan menjawab
@sahrielnewbie9054,"Optimisme yang sangat tinggi.. jangan harap kota hijau kalau mobil listrik aja harganya selangit.. kalau mau menghilangkan Jawa sentris mah jalan terbaik Indonesia jadi serikat.. jadi 7 serikat, Sumatra, Jawa, Kalimantan, nusa tenggara, Sulawesi, Maluku, dan Papua",2,0,0,2024-03-03T10:41:20Z,Optimisme yang sangat tinggi jangan harap kota hijau kalau mobil listrik aja harganya selangit kalau mau menghilangkan Jawa sentris mah jalan terbaik Indonesia jadi serikat jadi  serikat Sumatra Jawa Kalimantan nusa tenggara Sulawesi Maluku dan Papua
@Austin_kunn,"MUSUH INDONESIA YANG SEBENERNYA DAN TERBESAR BUKAN ISRAEL,CHINA, ATAUPUN AMERIKA TAPI PARA POLITIKUS, PEJABAT DAN <b>&quot;RAKYAT&quot;</b> INDONESIA YANG TIDAK MENGERTI &quot;ALASAN,TUJUAN,DAN DAMPAK&quot; IKN<br>Itu saja🙏",2,0,0,2024-03-02T09:59:42Z,MUSUH INDONESIA YANG SEBENERNYA DAN TERBESAR BUKAN ISRAEL CHINA ATAUPUN AMERIKA TAPI PARA POLITIKUS PEJABAT DAN RAKYAT INDONESIA YANG TIDAK MENGERTI ALASAN TUJUAN DAN DAMPAK IKN Itu saja
@Austin_kunn,Terima kasih min udah menyampaikan alasan dan tujuan ikn🙏,3,0,0,2024-03-02T09:57:15Z,Terima kasih min udah menyampaikan alasan dan tujuan ikn
@Austin_kunn,Udahlah min banyak pendukung paslon 01 yg gak ngerti ikn capek ngejelasin orang&quot; yg otaknya udah di propaganda dan informasi yang tidak jelas,1,2,0,2024-03-02T09:56:30Z,Udahlah min banyak pendukung paslon  yang gak ngerti ikn capek ngejelasin orang yang otaknya udah di propaganda dan informasi yang tidak jelas
@lullaby2love232,Update 2024 : mau dibatalin sm salah 1 capres yg was edan,3,1,0,2024-03-01T07:40:43Z,Update   mau dibatalin sama salah  capres yang was edan
@teresiateresia114,Mmg ibukota bisa pindah tp klo ibukota sudah sering banjir macet dan terlalu padat?byk kok negara yg ibukotanya pindah?,1,0,0,2024-02-29T14:29:02Z,Memang ibukota bisa pindah tapi kalo ibukota sudah sering banjir macet dan terlalu padat banyak kok negara yang ibukotanya pindah
@teresiateresia114,Ktnya mau pindah tp dr dulu gak pindah pindah?,3,0,0,2024-02-29T14:27:47Z,Katanya mau pindah tapi dari dulu gak pindah pindah
@AkmalKornate,Semoga orang asing yang berinvestasi menjajah Indonesia,2,0,0,2024-02-28T17:28:22Z,Semoga orang asing yang berinvestasi menjajah Indonesia
@muhammadanwar1024,"Wah kayaknya Pak H.Rhoma Irama bakalan ganti judul lagunya nih. Yang dulunya Jakarta Ibukota Indonesia...jd Penajam Paser Utara Ibukota Nusantara...,😅😅😅👍",3,1,1,2024-02-28T15:34:54Z,Wah kayaknya Pak H Rhoma Irama bakalan ganti judul lagunya nih Yang dulunya Jakarta Ibukota Indonesia jadi Penajam Paser Utara Ibukota Nusantara
@ishakmasum1010,Saat ini IKN sudah masuk progress 70% di tahap pertama.. Maju terus IKN ❤,1,0,0,2024-02-28T09:08:56Z,Saat ini IKN sudah masuk progress  di tahap pertama Maju terus IKN
@setepenaqilla8401,ini jadi kesempatan realisasi keadilan bagi seluruh rakyat indonesia.<br>bukan lagi seluruh takyat Jawa. 😌,1,1,1,2024-02-27T01:52:15Z,ini jadi kesempatan realisasi keadilan bagi seluruh rakyat indonesiabukan lagi seluruh takyat Jawa
@koctthe4930,"Kenapa pendapat masyarakat Kaltim yang tinggal di sekitar ikn tidak disorot, apa dampak yg mereka dapatkan dengan pembukaan lahan yang begitu besar ? Bisa saja banjir mengancam",3,0,2,2024-02-27T00:44:11Z,Kenapa pendapat masyarakat Kalimantan timur yang tinggal di sekitar ikn tidak disorot apa dampak yang mereka dapatkan dengan pembukaan lahan yang begitu besar  Bisa saja banjir mengancam
@mirawidyanaa-gs8hy,Jd jkt nanti jd apa y?,3,1,1,2024-02-25T16:40:15Z,Jadi jakarta nanti jadi apa ya
@ardialamri8863,Jakarta sudah sangat tidak layak lagi sebagai ibukota negara Republik Indonesia ... 😊,1,0,2,2024-02-21T07:19:40Z,Jakarta sudah sangat tidak layak lagi sebagai ibukota negara Republik Indonesia
@agusdemon659,Pertama sudah janji waktu kemerdekaan indonesia ibukota harus di tengah tengah negara indonesia,1,0,0,2024-02-21T05:57:33Z,Pertama sudah janji waktu kemerdekaan indonesia ibukota harus di tengah tengah negara indonesia
@AhmadnurAhmadnur-y3d,Saya warga kalimantan mendukung perpindahan ibu kota negara indonesia ke kalimantan... Coal nya di kalimantan bnyak lahan tidur gak bnyak yg ngegarep supaya jdi sesuatu yg lebih bermamfaat....  Semoga tanah kalimantan hidup bnyak propesor dan para masyarakat yg bisa buat tanaman apa aja buat pangan nasional,1,1,1,2024-02-20T16:00:12Z,Saya warga kalimantan mendukung perpindahan ibu kota negara indonesia ke kalimantan Coal nya di kalimantan banyak lahan tidur gak banyak yang ngegarep supaya jadi sesuatu yang lebih bermamfaat  Semoga tanah kalimantan hidup banyak profesor dan para masyarakat yang bisa buat tanaman apa aja buat pangan nasional
@initialdquotez2341,Knapa letak nys gak di lokasi yg udh di tetap kan ir soekarno,3,0,0,2024-02-20T09:32:51Z,Kenapa letak nya gak di lokasi yang udah di tetap kan ir soekarno
@intanmaharini2231,Yg jelas penduduk dibatasi cuma 2 juta org.. Biar nggak padat seperti jakarta,1,2,0,2024-02-20T00:43:03Z,Yg jelas penduduk dibatasi cuma  juta org Biar tidak padat seperti jakarta
@myzecret,"Jawa sentris, hm...",3,0,0,2024-02-18T23:29:54Z,Jawa sentris hm
@firdhahanifah,Akwowkok sisi gelapnya ikn: tempat persembunyian para pejabat kabur,2,0,2,2024-02-18T10:21:19Z,Akwowkok sisi gelapnya ikn tempat persembunyian para pejabat kabur
@doris-xPas,Terimakasih untuk semua yang terlibat pembangunan ibu kota Nusantara Indonesia berdiri di era presiden ke 7 Bapak Ir H.Joko Widodo.,1,0,0,2024-02-17T11:10:38Z,Terimakasih untuk semua yang terlibat pembangunan ibu kota Nusantara Indonesia berdiri di era presiden ke  Bapak Ir H Joko Widodo
@wondeokei,Nonton februari 2024 ✋🏻,3,0,0,2024-02-16T13:47:27Z,Nonton februari
@amandaputri6738,Monas pindah jd nanas.,3,0,0,2024-02-16T10:20:19Z,Monas pindah jadi nanas
@muhamadefendi1676,"Inget hutang ,, cina jadi negara maju bukan karena pembangunan tapi dari perekonomian",2,0,1,2024-02-16T01:26:40Z,Inget hutang  cina jadi negara maju bukan karena pembangunan tapi dari perekonomian
@ZainuddinT,IKN MEMANG HARUS DITERUSKAN UNTUK MARTABAT INDONESIA DI MATA DUNIA,1,1,0,2024-02-15T08:09:31Z,IKN MEMANG HARUS DITERUSKAN UNTUK MARTABAT INDONESIA DI MATA DUNIA
@misdevirarizki5394,Udh siap2 utang indonesia tambah banyak ..yuk 15000 T,2,0,1,2024-02-15T06:05:23Z,Udah siap utang indonesia tambah banyak yuk  T
@Mayni155,Kita bismillahin sama sama ya sltemwn temen semoga semua berjalan dengan lancar dan tepat sasaran,1,0,0,2024-02-14T04:21:08Z,Kita bismillahin sama sama ya temen temen semoga semua berjalan dengan lancar dan tepat sasaran
@suryakelabu3533,org jawa bakal makin rame2 pindah ke kalimantan 😂,2,3,2,2024-02-13T07:59:22Z,orang jawa bakal makin rame pindah ke kalimantan
@ahmadramdani212,Jgn hnya memikirkn ibukota baru di ikn liht resiko y apabilah ibukota jkrta bnr pindah ng smua  mslh langsung beres gitu ajh pkir kn ksajahtraan rakyt dn warga yng sdh mnetap bertahun² dijakrta aplagh mreka sudh pnya mta pencarian buat menghidupi kluarga yh 😢😢,2,0,2,2024-02-13T04:17:10Z,Jangan hanya memikirkan ibukota baru di ikn lihat resiko nya apabila ibukota jakarta benar pindah tidak smua masalah langsung beres gitu aja pikirkan kesejahteraan rakyat dan warga yang sudah menetap bertahun di jakarta apalagi mereka sudah punya mata pencarian buat menghidupi keluarganya
@ariefansharif5023,"Gak sesuai harapan karena tdk mempertimbangkan dampak warga sekitar, sekrng infestor pada urung, proyek ini djadikan oligarki lahan basah mencari cuan",2,0,2,2024-02-13T02:31:30Z,Gak sesuai harapan karena tdk mempertimbangkan dampak warga sekitar sekrng infestor pada urung proyek ini djadikan oligarki lahan basah mencari cuan
@RendiHermawan-fl9qd,"Kota kebanggaan indonesia, akan melindungi paru2 dunia dikalimantan, akan menjadi awal pemerataan penduduk dan ekonomi indonesia!!! 🎉🎉🎉",1,1,3,2024-02-12T11:01:25Z,Kota kebanggaan indonesia akan melindungi paru dunia di kalimantan akan menjadi awal pemerataan penduduk dan ekonomi indonesia
@endangbudi6269,Berarti rezim ini tdk melanjutkan presiden sebelumnya knp IKN dipobdah???.IKN scan cina,3,0,1,2024-02-12T04:02:34Z,Berarti rezim ini tidak melanjutkan presiden sebelumnya kenapa IKN dipindah IKN scan cina
@feriliwa9519,"Kami orang sumatera setuju pemindahan ibu kota, masa Malaysia aja sukses mindahin ibu kota, knp kita gak",1,4,1,2024-02-11T02:50:59Z,Kami orang sumatera setuju pemindahan ibu kota masa Malaysia aja sukses mindahin ibu kota kenapa kita gak
@fajrulmubayyin6613,"Pendukung anies mana nih,, yang katanya ga setuju sama IKN 😂",3,2,0,2024-02-09T01:19:03Z,Pendukung anies mana nih yang katanya gak setuju sama IKN
@SudibyoYo-f8f,Jakarta rawan tenggelam<br>Gue thn 1965&amp;2001<br>Baru pulang kampung ke<br>Samarinda guys <br>Jadi bangga sekarang IKN<br>di Kaltim udah nggak lagi<br>Gatal2&amp;korengan<br>Ex warga Tg Priuk Jakut<br>Mantan Peristiwa Priuk 98,1,1,0,2024-02-08T04:06:02Z,Jakarta rawan tenggelam Gue tahun Baru pulang kampung ke Samarinda guys Jadi bangga sekarang IKN di Kaltim udah nggak lagi Gatal korengan Ex warga tanjung Priuk Jakut Mantan Peristiwa Priuk
@danielbunwat9582,Yang harus terjadi terjadilah,3,0,0,2024-02-06T10:23:00Z,Yang harus terjadi terjadilah
@Bakteribaik2935,Namaypulojawa tp ibukotay diwilayahe orang betawi dansundah jadi yg pling mrasakn kemejuan yjelas mereki orang jawa gk dpt apa2 bos mau pindh juga yg rugi betawi dan sunda kira2 klo bisa lebih baik pindah kepapua sangat damai atau alam gaib wkwkwk,1,0,0,2024-02-05T13:59:26Z,Namanya pulau jawa tapi ibukotanya di wilayah nya orang betawi dan sunda jadi yang paling merasakan kemajuan ya jelas mereka orang jawa gak dapat apa bos mau pindah juga yang rugi betawi dan sunda kira kira kalo bisa lebih baik pindah ke papua sangat damai atau alam gaib wkwkwk
@srinurhidayati3323,Mbk nya yg cuma bisa omong doang. Tengok dong ke Kalimantan sana biar lihat sendiri. Jgn omon2 doang. Ikn sdh mau jdi diblg bru rencana. Ngawur sj km nmbk,3,0,2,2024-02-04T18:51:58Z,Mbak nya yang cuma bisa omong doang Tengok dong ke Kalimantan sana biar lihat sendiri Jangan omong doang Ikn sudah mau jadi dibilang baru rencana Ngawur saja kamu mbak
